,index,title,author,year,title_authors
394,394,Mobile and Wireless Communications,"Gordon A. Gow,Richard K. Smith",2006,"Mobile and Wireless CommunicationsGordon A. Gow,Richard K. Smith"
395,395,"Microsoft Works 3, Macintosh (Visual QuickStart Guide)",David Webster,1993,"Microsoft Works 3, Macintosh (Visual QuickStart Guide)David Webster"
396,396,Macworld Ref: Pagemaker (Macworld Ref Series),Jim Heid,1993,Macworld Ref: Pagemaker (Macworld Ref Series)Jim Heid
397,397,Hacking del.icio.us (ExtremeTech),Leslie M. Orchard,2006,Hacking del.icio.us (ExtremeTech)Leslie M. Orchard
398,398,The Reference Collection: From The Shelf to The Web,William J. Frost,2006,The Reference Collection: From The Shelf to The WebWilliam J. Frost
399,399,Language model information retrieval with document expansion,"Tao Tao,Xuanhui Wang,Qiaozhu Mei,ChengXiang Zhai",2006,"Language model information retrieval with document expansionTao Tao,Xuanhui Wang,Qiaozhu Mei,ChengXiang Zhai"
400,400,Microsoft Office Access 2007 On Demand,Steve Johnson,2006,Microsoft Office Access 2007 On DemandSteve Johnson
401,401,"Exploring Office XP Enhanced Edition, Vol. 2","Robert T. Grauer,Maryann Barber,Maryann T. Barber",2003,"Exploring Office XP Enhanced Edition, Vol. 2Robert T. Grauer,Maryann Barber,Maryann T. Barber"
402,402,Experiences of high school students conducting term paper research using filtered Internet access -- Dissertation,Lynn Sorensen Sutton,2006,Experiences of high school students conducting term paper research using filtered Internet access -- DissertationLynn Sorensen Sutton
403,403,Jak X: Combat Racing (with DVD) (Prima Official Game Guide),"David Hodgson,Stephen Stratton",2005,"Jak X: Combat Racing (with DVD) (Prima Official Game Guide)David Hodgson,Stephen Stratton"
404,404,Sams Teach Yourself Windows XP All in One (2nd Edition) (Sams Teach Yourself),Greg Perry,2004,Sams Teach Yourself Windows XP All in One (2nd Edition) (Sams Teach Yourself)Greg Perry
405,405,Word 2003 Visual Basic Programming,John Low,2005,Word 2003 Visual Basic ProgrammingJohn Low
406,406,Energy-efficient wireless sensor network design and implementation for condition-based maintenance,"Ankit Tiwari,Prasanna Ballal,Frank L. Lewis",2007,"Energy-efficient wireless sensor network design and implementation for condition-based maintenanceAnkit Tiwari,Prasanna Ballal,Frank L. Lewis"
407,407,Observed structure of addresses in IP traffic,"Eddie Kohler,Jinyang Li,Vern Paxson,Scott Shenker",2006,"Observed structure of addresses in IP trafficEddie Kohler,Jinyang Li,Vern Paxson,Scott Shenker"
408,408,Computer Evidence,L. T. Christopher,2006,Computer EvidenceL. T. Christopher
409,409,The Art of Quicktime: Making Movies With Your Macintosh/Book and Disk,James B. Howland,1993,The Art of Quicktime: Making Movies With Your Macintosh/Book and DiskJames B. Howland
410,410,A MANET simulation tool to study algorithms for generating propagation maps,"Scott L. Rosen,John A. Stine,William J. Weiland",2006,"A MANET simulation tool to study algorithms for generating propagation mapsScott L. Rosen,John A. Stine,William J. Weiland"
411,411,The Getaway: Black Monday (Prima Official Game Guide),,2005,
412,412,"Broadcasting, Cable, the Internet and Beyond: An Introduction to Electronic Media","Joseph R. Dominick,Barry L. Sherman,Fritz J. Messere",2007,"Broadcasting, Cable, the Internet and Beyond: An Introduction to Electronic MediaJoseph R. Dominick,Barry L. Sherman,Fritz J. Messere"
413,413,Microsoft Word 2003 Essentials - Advanced on DVD-ROM,Tom Murray,2005,Microsoft Word 2003 Essentials - Advanced on DVD-ROMTom Murray
414,414,Active EM to reduce noise in activity recognition,"Jianqiang Shen,Thomas G. Dietterich",2007,"Active EM to reduce noise in activity recognitionJianqiang Shen,Thomas G. Dietterich"
415,415,SAS/ACCESS 9.1 Interface To Peoplesoft: User's Guide,,2004,
416,416,"C. Algoritmos, Programacion y Estructura de Datos",Luis Joyanes Aguilar,2006,"C. Algoritmos, Programacion y Estructura de DatosLuis Joyanes Aguilar"
417,417,"Comparative Evaluation of Multilingual Information Access Systems: 4th Workshop of the Cross-Language Evaluation Forum, CLEF 2003, Trondheim, Norway, August ... Papers (Lecture Notes in Computer Science)","Carol Peters,Julio Gonzalo,Martin Braschler,Michael Kluck",2005,"Comparative Evaluation of Multilingual Information Access Systems: 4th Workshop of the Cross-Language Evaluation Forum, CLEF 2003, Trondheim, Norway, August ... Papers (Lecture Notes in Computer Science)Carol Peters,Julio Gonzalo,Martin Braschler,Michael Kluck"
418,418,Exploring 3d Animation With 3ds Max 8,Steven Till,2007,Exploring 3d Animation With 3ds Max 8Steven Till
419,419,"Early aspects, models and design",,2007,
420,420,Discrete-Event Simulation: A First Course,"Lawrence M. Leemis,Stephen K. Park",2005,"Discrete-Event Simulation: A First CourseLawrence M. Leemis,Stephen K. Park"
421,421,Cambridge Checkpoints VCE IT Applications 2007 (Cambridge Checkpoints),Colin Potts,2007,Cambridge Checkpoints VCE IT Applications 2007 (Cambridge Checkpoints)Colin Potts
422,422,Human Aspects of Software Engineering,"James E. Tomakyo,Orit Hazaan",2005,"Human Aspects of Software EngineeringJames E. Tomakyo,Orit Hazaan"
423,423,DBMS Complete Practical Approach,Sharad Maheshwari,2006,DBMS Complete Practical ApproachSharad Maheshwari
424,424,Perspectives on Free and Open Source Software,"Joseph Feller,Brian Fitzgerald,Scott A. Hissam,Karim R. Lakhani",2007,"Perspectives on Free and Open Source SoftwareJoseph Feller,Brian Fitzgerald,Scott A. Hissam,Karim R. Lakhani"
425,425,The Synchronized Production System: Going Beyond Just-In-Time Through Kaizen,Hitoshi Takeda,2006,The Synchronized Production System: Going Beyond Just-In-Time Through KaizenHitoshi Takeda
426,426,Subdivision schemes,,2004,
427,427,Illustrator CS2 for Windows & Macintosh (Visual QuickStart Guide),"Elaine Weinmann,Peter Lourekas",2005,"Illustrator CS2 for Windows & Macintosh (Visual QuickStart Guide)Elaine Weinmann,Peter Lourekas"
428,428,"Essentials for Design: Adobe Illustrator CS2, Level 1- W/CD",Dean Bagley,2006,"Essentials for Design: Adobe Illustrator CS2, Level 1- W/CDDean Bagley"
429,429,Analysis methodology a: selection procedures II,,2006,
430,430,Performance engineering for EA systems in next generation data centresPerformance engineering for EA systems in next generation data centres,"Jerome Rolia,Ludmila Cherkasova,Richard Friedrich",2007,"Performance engineering for EA systems in next generation data centresPerformance engineering for EA systems in next generation data centresJerome Rolia,Ludmila Cherkasova,Richard Friedrich"
431,431,Product Lifecycle Management: Ein Leitfaden für Product Development und Life Cycle Management,"Martin Eigner,Ralph Stelzer",2006,"Product Lifecycle Management: Ein Leitfaden für Product Development und Life Cycle ManagementMartin Eigner,Ralph Stelzer"
432,432,"Wireless Sensor Networks: Technology, Protocols, and Applications","Kazem Sohraby,Daniel Minoli,Taieb Znati",2007,"Wireless Sensor Networks: Technology, Protocols, and ApplicationsKazem Sohraby,Daniel Minoli,Taieb Znati"
433,433,Microstation V8 for Autocad Users,Jeanne Aarhus,2006,Microstation V8 for Autocad UsersJeanne Aarhus
434,434,Voice over IP Fundamentals (2nd Edition) (Fundamentals),"Jonathan Davidson,James Peters,Manoj Bhatia,Satish Kalidindi,Sudipto Mukherjee",2006,"Voice over IP Fundamentals (2nd Edition) (Fundamentals)Jonathan Davidson,James Peters,Manoj Bhatia,Satish Kalidindi,Sudipto Mukherjee"
435,435,Microsoft Windows Vista Illustrated Essentials,Steve Johnson,2007,Microsoft Windows Vista Illustrated EssentialsSteve Johnson
436,436,Practical Business Intelligence with SQL Server 2005 (Microsoft Windows Server System Series),"John C. Hancock,Roger Toren",2006,"Practical Business Intelligence with SQL Server 2005 (Microsoft Windows Server System Series)John C. Hancock,Roger Toren"
437,437,Device drivers,,2006,
438,438,"Machinations (Ultima: The Technocrat War, Book 1)",Austen Andrews,2001,"Machinations (Ultima: The Technocrat War, Book 1)Austen Andrews"
439,439,Planning Using Primavera SureTrak Project Manager Version 3.0: With Updated Workshop,Paul E. Harris,2005,Planning Using Primavera SureTrak Project Manager Version 3.0: With Updated WorkshopPaul E. Harris
440,440,Re-parameterisation technique in algebraic numerical grid generation via subdivision schemes,"C. Conti,R. Morandi",2004,"Re-parameterisation technique in algebraic numerical grid generation via subdivision schemesC. Conti,R. Morandi"
441,441,A Holistic Approach to a Reliable Infrastructure for Sap R/3 on Aix,,2003,
442,442,Adobe Acrobat 8 Classroom in a Book,,2007,
443,443,Crazy Colour Card for Microsoft Word,Scott Spence,2002,Crazy Colour Card for Microsoft WordScott Spence
444,444,Illustrating with Micromedia Flash MX 2004,Robert Firebaugh,2005,Illustrating with Micromedia Flash MX 2004Robert Firebaugh
445,445,Data Structures Using C Lab Workbook,R. Y. Shukla,2003,Data Structures Using C Lab WorkbookR. Y. Shukla
446,446,Fabrication of a polymeric tapered HARMs array utilizing a low-cost nickel electroplated mold insert,"In-Hyouk Song,Yoonyoung Jin,Pratul K. Ajmera",2006,"Fabrication of a polymeric tapered HARMs array utilizing a low-cost nickel electroplated mold insertIn-Hyouk Song,Yoonyoung Jin,Pratul K. Ajmera"
447,447,Multiuser interior design over the internet,"Yen-Chun Lin,Chen-Chuan Pan,Jhih-En Kuo",2006,"Multiuser interior design over the internetYen-Chun Lin,Chen-Chuan Pan,Jhih-En Kuo"
448,448,Splinter Cell: Double Agent (Prima Official Game Guide),Dan Birlew,2006,Splinter Cell: Double Agent (Prima Official Game Guide)Dan Birlew
449,449,The Heinle & Heinle Toefl: English Test Preparation Software : Macintosh Individual Version,Larry Statan,1999,The Heinle & Heinle Toefl: English Test Preparation Software : Macintosh Individual VersionLarry Statan
450,450,Coreldraw 12 (Guias Practicas),Dario Pescador,2005,Coreldraw 12 (Guias Practicas)Dario Pescador
451,451,Windows Server 2003 MCSE Exam 70-290 Video Training - on DVD-ROM,Darril R. Gibson,2005,Windows Server 2003 MCSE Exam 70-290 Video Training - on DVD-ROMDarril R. Gibson
452,452,A fast finite-state relaxation method for enforcing global constraints on sequence decoding,"Roy W. Tromble,Jason Eisner",2006,"A fast finite-state relaxation method for enforcing global constraints on sequence decodingRoy W. Tromble,Jason Eisner"
453,453,The Choice Guide to Web Writing That Works,"R. Lowe,Anthony Reilly",2006,"The Choice Guide to Web Writing That WorksR. Lowe,Anthony Reilly"
454,454,Word 2002 Microsoft Office Specialist Level 2 with CD (Level 2),Cindy Caldwell,2003,Word 2002 Microsoft Office Specialist Level 2 with CD (Level 2)Cindy Caldwell
455,455,"Oracle Performance Tuning for 10gR2, Second Edition",Gavin J. T. Powell,2006,"Oracle Performance Tuning for 10gR2, Second EditionGavin J. T. Powell"
456,456,Security,,2007,
457,457,Efficient Computation of a Reflection Symmetry Measure for Convex Polygons Based on Minkowski Addition,"A. V. Tuzikov,G. L. Margolin,H. J. A. M. Heijmans",1996,"Efficient Computation of a Reflection Symmetry Measure for Convex Polygons Based on Minkowski AdditionA. V. Tuzikov,G. L. Margolin,H. J. A. M. Heijmans"
458,458,Thompson Engineering Guide to Web Research,,2006,
459,459,Guest Editorial: Special Issue on Bioinformatics,"Sushmita Mitra,Witold Pedrycz",2006,"Guest Editorial: Special Issue on BioinformaticsSushmita Mitra,Witold Pedrycz"
460,460,Microsoft Word 2003,Joao Batista De Jesus,2004,Microsoft Word 2003Joao Batista De Jesus
461,461,Oxford School Atlas,Patrick Wiegand,2006,Oxford School AtlasPatrick Wiegand
462,462,Easy PC Security and Safety,R. A. Penfold,2004,Easy PC Security and SafetyR. A. Penfold
463,463,The Magic of Digital Close-Up Photography (A Lark Photography Book),Joseph R. Meehan,2006,The Magic of Digital Close-Up Photography (A Lark Photography Book)Joseph R. Meehan
464,464,Diseno Animado Interactivo En 3d/3d Interactive Animated Design (Diseno Y Creatividad),Jean-Marc Gauthier,2006,Diseno Animado Interactivo En 3d/3d Interactive Animated Design (Diseno Y Creatividad)Jean-Marc Gauthier
465,465,Brilliant Excel 2003,Steve Johnson,2005,Brilliant Excel 2003Steve Johnson
466,466,Blackberry Hacks,Dave Mabe,2005,Blackberry HacksDave Mabe
467,467,Disaster Report,Demian Linn,2003,Disaster ReportDemian Linn
468,468,Current Issues And Trends in E-government Research (Advances in Electronic Government Research),Donald Norris,2006,Current Issues And Trends in E-government Research (Advances in Electronic Government Research)Donald Norris
469,469,Extending WHIRL with background knowledge for improved text classification,"Sarah Zelikovitz,William W. Cohen,Haym Hirsh",2007,"Extending WHIRL with background knowledge for improved text classificationSarah Zelikovitz,William W. Cohen,Haym Hirsh"
470,470,3ds Max 5 (La Biblia De),Kelly L. Murdock,2005,3ds Max 5 (La Biblia De)Kelly L. Murdock
471,471,Multi-user Synchronisation in ad hoc OFDM-based Wireless Personal Area Networks,"Víctor P. Jiménez,Ana García Armada",2007,"Multi-user Synchronisation in ad hoc OFDM-based Wireless Personal Area NetworksVíctor P. Jiménez,Ana García Armada"
472,472,Teach Yourself VISUALLY Excel 2003 (Visual Read Less -- Learn More),Sherry Willard Kinkoph,2005,Teach Yourself VISUALLY Excel 2003 (Visual Read Less -- Learn More)Sherry Willard Kinkoph
473,473,High-Performance Training of Conditional Random Fields for Large-Scale Applications of Labeling Sequence Data,"Xuan-Hieu Phan,Le-Minh Nguyen,Yasushi Inoguchi,Susumu Horiguchi",2007,"High-Performance Training of Conditional Random Fields for Large-Scale Applications of Labeling Sequence DataXuan-Hieu Phan,Le-Minh Nguyen,Yasushi Inoguchi,Susumu Horiguchi"
474,474,"The Ultimate Code Book, 2000 Edition - Revised & Expanded for TRU (Prima Games)",,2000,
475,475,Oracle 10g Programming: A Primer,Rajshekhar Sunderraman,2007,Oracle 10g Programming: A PrimerRajshekhar Sunderraman
476,476,Advanced Technology in the Pacific Northwest 2004-2005,,2004,
477,477,An approach to ontology-aided performance engineering through NFR framework,"Pere P. Sancho,Carlos Juiz,Ramon Puigjaner,Lawrence Chung,Nary Subramanian",2007,"An approach to ontology-aided performance engineering through NFR frameworkPere P. Sancho,Carlos Juiz,Ramon Puigjaner,Lawrence Chung,Nary Subramanian"
478,478,"The Lawyer's Guide to Fact Finding on the Internet, Third Edition","Carole Levitt,Mark E. Rosch",2007,"The Lawyer's Guide to Fact Finding on the Internet, Third EditionCarole Levitt,Mark E. Rosch"
479,479,Urban and Regional Technology Planning: Planning Practice in the Global Knowledge Economy,"Kenneth E. Corey,Mark Wilson",2006,"Urban and Regional Technology Planning: Planning Practice in the Global Knowledge EconomyKenneth E. Corey,Mark Wilson"
480,480,"Human Interaction with Machines: Proceedings of the 6th International Workshop held at the Shanghai JiaoTong University, March 15-16, 2005","G. Hommel,S. Huanye",2006,"Human Interaction with Machines: Proceedings of the 6th International Workshop held at the Shanghai JiaoTong University, March 15-16, 2005G. Hommel,S. Huanye"
481,481,Enhancing business process management with simulation optimization,"Jay April,Marco Better,Fred Glover,James Kelly,Manuel Laguna",2006,"Enhancing business process management with simulation optimizationJay April,Marco Better,Fred Glover,James Kelly,Manuel Laguna"
482,482,The Gadget Geek's Guide to Your Sony PlayStation Portable (The Gadget Geek's Guides),Jerri L. Ledford,2006,The Gadget Geek's Guide to Your Sony PlayStation Portable (The Gadget Geek's Guides)Jerri L. Ledford
483,483,Fun and Games on Your PC,"Andy Ashdown,Adele A. Hayward",2001,"Fun and Games on Your PCAndy Ashdown,Adele A. Hayward"
484,484,Clinical Decision Support: The Road Ahead,Robert A. Greenes,2006,Clinical Decision Support: The Road AheadRobert A. Greenes
